,Airline,Date of Journey,Source,Destination,Route,Dep Time,Arr Time,Duration,Total Stops,Additional Info,Price,Arrival_Time_Hour,Dep_Time_Dummy,Dep_Time_Hour,Arrival_Time_Dummy
7545,Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,No info,7229,18:10:00,1900-01-01 15:15:00,15:15:00,1900-01-01 18:10:00
7546,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7:50,1,No info,7354,19:15:00,1900-01-01 11:25:00,11:25:00,1900-01-01 19:15:00
7547,IndiGo,2019-05-21,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1:30,0,No info,4049,10:40:00,1900-01-01 09:10:00,09:10:00,1900-01-01 10:40:00
7548,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 28 May,14:00,1,No info,13377,01:30:00,1900-01-01 11:30:00,11:30:00,1900-01-01 01:30:00
7549,IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,10:10,13:00,2:50,0,No info,6144,13:00:00,1900-01-01 10:10:00,10:10:00,1900-01-01 13:00:00
7550,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13:15,1,No info,8266,19:15:00,1900-01-01 06:00:00,06:00:00,1900-01-01 19:15:00
7551,Air India,2019-05-15,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 16 May,26:20,2,No info,10975,09:25:00,1900-01-01 07:05:00,07:05:00,1900-01-01 09:25:00
7552,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12:00,1,No info,12192,19:00:00,1900-01-01 07:00:00,07:00:00,1900-01-01 19:00:00
7553,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,19:45 28 Mar,37:25,2,No info,12273,19:45:00,1900-01-01 06:20:00,06:20:00,1900-01-01 19:45:00
7554,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45 02 Mar,10:40,1,No info,26890,00:45:00,1900-01-01 14:05:00,14:05:00,1900-01-01 00:45:00
7555,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 07 Mar,9:35,1,In-flight meal not included,15136,01:35:00,1900-01-01 16:00:00,16:00:00,1900-01-01 01:35:00
7556,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5:30,1,In-flight meal not included,10262,12:35:00,1900-01-01 07:05:00,07:05:00,1900-01-01 12:35:00
7557,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 04 Jun,25:30,1,In-flight meal not included,10262,19:00:00,1900-01-01 17:30:00,17:30:00,1900-01-01 19:00:00
7558,Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1:30,0,In-flight meal not included,2228,17:20:00,1900-01-01 15:50:00,15:50:00,1900-01-01 17:20:00
7559,IndiGo,2019-06-27,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,No info,3597,21:55:00,1900-01-01 19:35:00,19:35:00,1900-01-01 21:55:00
7560,SpiceJet,2019-05-15,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No check-in baggage included,3841,09:30:00,1900-01-01 06:55:00,06:55:00,1900-01-01 09:30:00
7561,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7:5,1,In-flight meal not included,9899,23:35:00,1900-01-01 16:30:00,16:30:00,1900-01-01 23:35:00
7562,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,02:15,11:30,9:15,1,No info,13587,11:30:00,1900-01-01 02:15:00,02:15:00,1900-01-01 11:30:00
7563,Air Asia,2019-06-09,Kolkata,Banglore,CCU → BLR,19:55,22:25,2:30,0,No info,4409,22:25:00,1900-01-01 19:55:00,19:55:00,1900-01-01 22:25:00
7564,IndiGo,2019-05-06,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1:30,0,No info,2227,22:50:00,1900-01-01 21:20:00,21:20:00,1900-01-01 22:50:00
7565,Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1:20,0,No info,4937,07:40:00,1900-01-01 06:20:00,06:20:00,1900-01-01 07:40:00
7566,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,05:35,11:20,5:45,1,No info,9319,11:20:00,1900-01-01 05:35:00,05:35:00,1900-01-01 11:20:00
7567,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8:25,1,No info,14151,18:00:00,1900-01-01 09:35:00,09:35:00,1900-01-01 18:00:00
7568,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6:00,1,No info,14714,19:00:00,1900-01-01 13:00:00,13:00:00,1900-01-01 19:00:00
7569,Jet Airways,2019-05-03,Banglore,Delhi,BLR → DEL,17:45,20:45,3:00,0,No info,7229,20:45:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:45:00
7570,Vistara,2019-05-03,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No info,11982,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
7571,IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,18:25,21:20,2:55,0,No info,4990,21:20:00,1900-01-01 18:25:00,18:25:00,1900-01-01 21:20:00
7572,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8:25,1,No info,9103,19:00:00,1900-01-01 10:35:00,10:35:00,1900-01-01 19:00:00
7573,SpiceJet,2019-03-12,Chennai,Kolkata,MAA → CCU,09:30,12:05,2:35,0,No info,6300,12:05:00,1900-01-01 09:30:00,09:30:00,1900-01-01 12:05:00
7574,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7:5,2,No info,14441,12:35:00,1900-01-01 05:30:00,05:30:00,1900-01-01 12:35:00
7575,Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9:5,1,No info,8366,18:30:00,1900-01-01 09:25:00,09:25:00,1900-01-01 18:30:00
7576,SpiceJet,2019-05-18,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6:20,1,No info,7317,22:05:00,1900-01-01 15:45:00,15:45:00,1900-01-01 22:05:00
7577,GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,07:45,10:40,2:55,0,No info,3898,10:40:00,1900-01-01 07:45:00,07:45:00,1900-01-01 10:40:00
7578,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 02 Jun,20:10,1,No info,14714,19:00:00,1900-01-01 22:50:00,22:50:00,1900-01-01 19:00:00
7579,SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,09:00,11:25,2:25,0,No check-in baggage included,3841,11:25:00,1900-01-01 09:00:00,09:00:00,1900-01-01 11:25:00
7580,Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10:15,1,No info,15373,19:15:00,1900-01-01 09:00:00,09:00:00,1900-01-01 19:15:00
7581,Air India,2019-05-09,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,11:10 10 May,26:50,2,No info,11222,11:10:00,1900-01-01 08:20:00,08:20:00,1900-01-01 11:10:00
7582,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14:20,1,No info,7155,19:15:00,1900-01-01 04:55:00,04:55:00,1900-01-01 19:15:00
7583,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 10 Mar,10:20,1,No info,15200,01:35:00,1900-01-01 15:15:00,15:15:00,1900-01-01 01:35:00
7584,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40 19 Mar,13:00,1,In-flight meal not included,7832,07:40:00,1900-01-01 18:40:00,18:40:00,1900-01-01 07:40:00
7585,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5:00,1,No info,6593,21:00:00,1900-01-01 16:00:00,16:00:00,1900-01-01 21:00:00
7586,Air India,2019-05-06,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,07:00,10:30 07 May,27:30,3,No info,13007,10:30:00,1900-01-01 07:00:00,07:00:00,1900-01-01 10:30:00
7587,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,09:55,18:50,8:55,1,In-flight meal not included,15400,18:50:00,1900-01-01 09:55:00,09:55:00,1900-01-01 18:50:00
7588,Air India,2019-06-09,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 10 Jun,24:00,1,No info,6528,14:35:00,1900-01-01 14:35:00,14:35:00,1900-01-01 14:35:00
7590,IndiGo,2019-04-24,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16:5,1,No info,6162,21:00:00,1900-01-01 04:55:00,04:55:00,1900-01-01 21:00:00
7591,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,09:00 07 Mar,18:55,1,No info,17261,09:00:00,1900-01-01 14:05:00,14:05:00,1900-01-01 09:00:00
7592,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 02 Apr,28:15,1,In-flight meal not included,7064,20:45:00,1900-01-01 16:30:00,16:30:00,1900-01-01 20:45:00
7593,Jet Airways,2019-06-09,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35 10 Jun,24:50,2,No info,13882,12:35:00,1900-01-01 11:45:00,11:45:00,1900-01-01 12:35:00
7594,Vistara,2019-06-03,Delhi,Cochin,DEL → COK,14:40,17:50,3:10,0,No info,6216,17:50:00,1900-01-01 14:40:00,14:40:00,1900-01-01 17:50:00
7595,Jet Airways,2019-05-18,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7:20,2,In-flight meal not included,19644,19:00:00,1900-01-01 11:40:00,11:40:00,1900-01-01 19:00:00
7596,Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,In-flight meal not included,4544,18:10:00,1900-01-01 15:15:00,15:15:00,1900-01-01 18:10:00
7597,IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,14:40,17:05,2:25,0,No info,3384,17:05:00,1900-01-01 14:40:00,14:40:00,1900-01-01 17:05:00
7598,IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,15:15,17:45,2:30,0,No info,4804,17:45:00,1900-01-01 15:15:00,15:15:00,1900-01-01 17:45:00
7599,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,19:40 25 Mar,23:55,1,In-flight meal not included,10031,19:40:00,1900-01-01 19:45:00,19:45:00,1900-01-01 19:40:00
7600,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 13 May,11:5,1,In-flight meal not included,8586,08:15:00,1900-01-01 21:10:00,21:10:00,1900-01-01 08:15:00
7601,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6:15,1,In-flight meal not included,7832,13:15:00,1900-01-01 07:00:00,07:00:00,1900-01-01 13:15:00
7602,Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 25 May,16:5,1,No info,10027,09:05:00,1900-01-01 17:00:00,17:00:00,1900-01-01 09:05:00
7603,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1:25,0,No info,2754,13:25:00,1900-01-01 12:00:00,12:00:00,1900-01-01 13:25:00
7604,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 22 Mar,20:25,1,No info,12767,04:25:00,1900-01-01 08:00:00,08:00:00,1900-01-01 04:25:00
7605,GoAir,2019-05-09,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 10 May,7:35,1,No info,8777,00:15:00,1900-01-01 16:40:00,16:40:00,1900-01-01 00:15:00
7606,GoAir,2019-06-24,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5:10,1,No info,7870,19:35:00,1900-01-01 14:25:00,14:25:00,1900-01-01 19:35:00
7607,Air India,2019-06-12,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 13 Jun,23:10,2,No info,9416,11:10:00,1900-01-01 12:00:00,12:00:00,1900-01-01 11:10:00
7608,SpiceJet,2019-05-06,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 07 May,1:30,0,No check-in baggage included,2175,00:15:00,1900-01-01 22:45:00,22:45:00,1900-01-01 00:15:00
7609,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12:45,1,No info,9646,22:30:00,1900-01-01 09:45:00,09:45:00,1900-01-01 22:30:00
7610,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 25 May,8:40,1,No info,13731,04:40:00,1900-01-01 20:00:00,20:00:00,1900-01-01 04:40:00
7612,Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25 16 Mar,38:35,2,No info,10783,23:25:00,1900-01-01 08:50:00,08:50:00,1900-01-01 23:25:00
7613,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 02 May,21:25,1,No info,11467,14:25:00,1900-01-01 17:00:00,17:00:00,1900-01-01 14:25:00
7614,Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12:15,1,No info,8879,19:15:00,1900-01-01 07:00:00,07:00:00,1900-01-01 19:15:00
7615,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 07 Jun,12:40,1,No info,6795,01:30:00,1900-01-01 12:50:00,12:50:00,1900-01-01 01:30:00
7616,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8:00,1,No info,14871,15:30:00,1900-01-01 07:30:00,07:30:00,1900-01-01 15:30:00
7617,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:35 04 Mar,10:30,2,No info,34503,01:35:00,1900-01-01 15:05:00,15:05:00,1900-01-01 01:35:00
7618,Air India,2019-06-15,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 16 Jun,26:20,2,No info,10975,09:25:00,1900-01-01 07:05:00,07:05:00,1900-01-01 09:25:00
7619,Air India,2019-05-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13:25,2,No info,15170,23:15:00,1900-01-01 09:50:00,09:50:00,1900-01-01 23:15:00
7620,Air India,2019-05-01,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 02 May,24:00,1,No info,7001,14:35:00,1900-01-01 14:35:00,14:35:00,1900-01-01 14:35:00
7621,Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9:5,1,No info,8576,18:30:00,1900-01-01 09:25:00,09:25:00,1900-01-01 18:30:00
7622,Jet Airways,2019-05-09,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 May,8:55,2,No info,15129,04:25:00,1900-01-01 19:30:00,19:30:00,1900-01-01 04:25:00
7623,IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,08:30,11:20,2:50,0,No info,4823,11:20:00,1900-01-01 08:30:00,08:30:00,1900-01-01 11:20:00
7624,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13:20,1,In-flight meal not included,10844,19:50:00,1900-01-01 06:30:00,06:30:00,1900-01-01 19:50:00
7625,Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 10 Jun,24:00,1,No info,8085,20:20:00,1900-01-01 20:20:00,20:20:00,1900-01-01 20:20:00
7626,Jet Airways,2019-03-03,Delhi,Cochin,DEL → UDR → BOM → COK,18:20,04:25 05 Mar,34:5,2,No info,20747,04:25:00,1900-01-01 18:20:00,18:20:00,1900-01-01 04:25:00
7627,Air India,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,17:30,08:55 07 May,15:25,1,No info,10203,08:55:00,1900-01-01 17:30:00,17:30:00,1900-01-01 08:55:00
7628,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 22 May,23:15,1,In-flight meal not included,12898,19:00:00,1900-01-01 19:45:00,19:45:00,1900-01-01 19:00:00
7629,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 13 May,25:45,1,No info,13941,08:15:00,1900-01-01 06:30:00,06:30:00,1900-01-01 08:15:00
7630,IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10:25,1,No info,7503,21:00:00,1900-01-01 10:35:00,10:35:00,1900-01-01 21:00:00
7631,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10:00,1,No info,14714,19:00:00,1900-01-01 09:00:00,09:00:00,1900-01-01 19:00:00
7632,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4:35,1,No info,5054,12:10:00,1900-01-01 07:35:00,07:35:00,1900-01-01 12:10:00
7633,GoAir,2019-03-15,Banglore,New Delhi,BLR → DEL,20:55,23:50,2:55,0,No info,8722,23:50:00,1900-01-01 20:55:00,20:55:00,1900-01-01 23:50:00
7634,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,10:05 07 May,27:35,1,In-flight meal not included,8586,10:05:00,1900-01-01 06:30:00,06:30:00,1900-01-01 10:05:00
7635,Air India,2019-06-09,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No info,5228,23:55:00,1900-01-01 21:05:00,21:05:00,1900-01-01 23:55:00
7636,Air India,2019-05-09,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1:30,0,No info,3100,15:25:00,1900-01-01 13:55:00,13:55:00,1900-01-01 15:25:00
7637,IndiGo,2019-06-01,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No info,6541,08:50:00,1900-01-01 05:35:00,05:35:00,1900-01-01 08:50:00
7638,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8:55,1,No info,8266,19:15:00,1900-01-01 10:20:00,10:20:00,1900-01-01 19:15:00
7639,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 04 Jun,6:55,1,No info,6628,01:30:00,1900-01-01 18:35:00,18:35:00,1900-01-01 01:30:00
7640,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 22 May,12:10,1,In-flight meal not included,9663,04:40:00,1900-01-01 16:30:00,16:30:00,1900-01-01 04:40:00
7641,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6:5,1,In-flight meal not included,9899,22:35:00,1900-01-01 16:30:00,16:30:00,1900-01-01 22:35:00
7642,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16:25,2,No info,6223,21:20:00,1900-01-01 04:55:00,04:55:00,1900-01-01 21:20:00
7643,IndiGo,2019-06-09,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:30,5:15,1,No info,5380,20:30:00,1900-01-01 15:15:00,15:15:00,1900-01-01 20:30:00
7644,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13:30,1,No info,7740,21:00:00,1900-01-01 07:30:00,07:30:00,1900-01-01 21:00:00
7645,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13:20,1,In-flight meal not included,9899,19:50:00,1900-01-01 06:30:00,06:30:00,1900-01-01 19:50:00
7646,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,In-flight meal not included,5198,14:05:00,1900-01-01 11:10:00,11:10:00,1900-01-01 14:05:00
7648,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 19 May,20:00,1,No info,14388,10:05:00,1900-01-01 14:05:00,14:05:00,1900-01-01 10:05:00
7649,Vistara,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 07 May,25:55,1,No info,8137,09:05:00,1900-01-01 07:10:00,07:10:00,1900-01-01 09:05:00
7650,Air India,2019-05-09,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 May,23:00,2,No info,13591,19:15:00,1900-01-01 20:15:00,20:15:00,1900-01-01 19:15:00
7651,SpiceJet,2019-05-12,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7:15,1,No info,8479,18:50:00,1900-01-01 11:35:00,11:35:00,1900-01-01 18:50:00
7652,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 16 May,23:20,1,In-flight meal not included,10844,18:15:00,1900-01-01 18:55:00,18:55:00,1900-01-01 18:15:00
7653,Air India,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 13 Jun,26:55,1,No info,10203,20:25:00,1900-01-01 17:30:00,17:30:00,1900-01-01 20:25:00
7654,IndiGo,2019-06-12,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8:10,1,No info,6938,22:30:00,1900-01-01 14:20:00,14:20:00,1900-01-01 22:30:00
7655,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12:45,1,No info,9646,22:30:00,1900-01-01 09:45:00,09:45:00,1900-01-01 22:30:00
7656,IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5:00,1,No info,6593,21:00:00,1900-01-01 16:00:00,16:00:00,1900-01-01 21:00:00
7657,Vistara Premium economy,2019-03-01,Chennai,Kolkata,MAA → CCU,07:05,09:20,2:15,0,No info,9125,09:20:00,1900-01-01 07:05:00,07:05:00,1900-01-01 09:20:00
7658,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 16 May,10:15,1,No info,7670,01:30:00,1900-01-01 15:15:00,15:15:00,1900-01-01 01:30:00
7659,Air India,2019-06-06,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,23:15,8:45,2,No info,15894,23:15:00,1900-01-01 14:30:00,14:30:00,1900-01-01 23:15:00
7660,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7:15,1,In-flight meal not included,5608,17:35:00,1900-01-01 10:20:00,10:20:00,1900-01-01 17:35:00
7661,GoAir,2019-05-21,Delhi,Cochin,DEL → AMD → COK,07:25,13:20,5:55,1,No info,5842,13:20:00,1900-01-01 07:25:00,07:25:00,1900-01-01 13:20:00
7662,SpiceJet,2019-03-27,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No info,4466,13:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 13:15:00
7663,IndiGo,2019-06-24,Chennai,Kolkata,MAA → CCU,13:15,15:35,2:20,0,No info,3597,15:35:00,1900-01-01 13:15:00,13:15:00,1900-01-01 15:35:00
7664,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11:20,1,No info,13555,23:00:00,1900-01-01 11:40:00,11:40:00,1900-01-01 23:00:00
7665,Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,No info,10979,19:15:00,1900-01-01 10:00:00,10:00:00,1900-01-01 19:15:00
7667,Air India,2019-03-21,Delhi,Cochin,DEL → COK,14:10,17:10,3:00,0,No info,5674,17:10:00,1900-01-01 14:10:00,14:10:00,1900-01-01 17:10:00
7668,Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,09:45,12:35,2:50,0,No info,5613,12:35:00,1900-01-01 09:45:00,09:45:00,1900-01-01 12:35:00
7669,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 Mar,2:20,0,No check-in baggage included,5725,00:40:00,1900-01-01 22:20:00,22:20:00,1900-01-01 00:40:00
7670,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,16:55,19:45,2:50,0,No info,10067,19:45:00,1900-01-01 16:55:00,16:55:00,1900-01-01 19:45:00
7671,SpiceJet,2019-04-12,Banglore,Delhi,BLR → DEL,09:30,12:20,2:50,0,No check-in baggage included,4885,12:20:00,1900-01-01 09:30:00,09:30:00,1900-01-01 12:20:00
7672,Air India,2019-06-09,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Jun,27:20,1,No info,7690,09:25:00,1900-01-01 06:05:00,06:05:00,1900-01-01 09:25:00
7673,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 04 Mar,5:5,1,No info,8258,01:35:00,1900-01-01 20:30:00,20:30:00,1900-01-01 01:35:00
7674,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14:00,1,No info,7408,21:00:00,1900-01-01 07:00:00,07:00:00,1900-01-01 21:00:00
7675,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,In-flight meal not included,10844,20:45:00,1900-01-01 08:25:00,08:25:00,1900-01-01 20:45:00
7677,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9:35,1,No info,5894,21:00:00,1900-01-01 11:25:00,11:25:00,1900-01-01 21:00:00
7678,Air India,2019-03-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2:35,0,No info,4435,23:20:00,1900-01-01 20:45:00,20:45:00,1900-01-01 23:20:00
7679,Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,4050,04:20:00,1900-01-01 02:55:00,02:55:00,1900-01-01 04:20:00
7680,IndiGo,2019-04-15,Kolkata,Banglore,CCU → BLR,22:15,00:50 16 Apr,2:35,0,No info,4174,00:50:00,1900-01-01 22:15:00,22:15:00,1900-01-01 00:50:00
7681,Air India,2019-03-27,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 28 Mar,23:40,1,No info,5957,09:25:00,1900-01-01 09:45:00,09:45:00,1900-01-01 09:25:00
7682,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 10 Jun,28:5,1,No info,12692,21:05:00,1900-01-01 17:00:00,17:00:00,1900-01-01 21:05:00
7683,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,16:55,19:45,2:50,0,No info,7303,19:45:00,1900-01-01 16:55:00,16:55:00,1900-01-01 19:45:00
7684,Air India,2019-05-01,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 02 May,16:5,1,No info,6117,11:05:00,1900-01-01 19:00:00,19:00:00,1900-01-01 11:05:00
7685,IndiGo,2019-05-12,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No info,6015,08:50:00,1900-01-01 05:35:00,05:35:00,1900-01-01 08:50:00
7686,Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 10 Jun,20:10,2,No info,11642,05:35:00,1900-01-01 09:25:00,09:25:00,1900-01-01 05:35:00
7687,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12:35,1,No info,7564,19:15:00,1900-01-01 06:40:00,06:40:00,1900-01-01 19:15:00
7688,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,16:55,19:55,3:00,0,No info,4823,19:55:00,1900-01-01 16:55:00,16:55:00,1900-01-01 19:55:00
7689,IndiGo,2019-06-27,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11:5,1,No info,6442,16:10:00,1900-01-01 05:05:00,05:05:00,1900-01-01 16:10:00
